Genes,E3_0,E3_1,E3_2,E4_0,E4_1,E4_2
APRT,58.2488,51.4024,58.5116,62.2052,61.3995,69.2765
APTX,12.5171,12.5825,12.413,13.466,12.4942,12.6068
AQP1,21.6391,23.4646,23.9434,25.6103,26.1723,28.0964
AQP10,1.88659,2.13887,2.1475,0.437478,0.463439,0.340064
AQP11,0.884592,0.768465,0.874441,1.2724,0.802007,0.876979
AQP12A,0,0,0,0,0,0
AQP12B,0.0996444,0,0,0,0,0.0987868
AQP2,0,0.0753816,0.0902918,0.0499259,0.0231388,0.0679154
AQP3,0.380994,0.299456,0.430425,0.654498,0.716974,0.863349
AQP4,0.18163,0.101543,0.18245,0.0605253,0.0935065,0
AQP4-AS1,0.0414747,0.410742,0.32799,0.498737,0.210132,0.328942
AQP5,1.23136,1.1702,1.05125,0.305935,0.510442,0.610383
AQP6,0.259291,0.366839,0.292932,0.242961,0.0750689,0.146891
AQP7,0.258629,0.379454,0.170441,0.188487,0.436783,0.170936
AQP7P1,0.0914918,0.436262,0.271326,0.166696,0.061806,0.181409
AQP7P3,1.67004,2.75653,2.75146,0.304279,1.41022,3.31134
AQP8,0,0,0,0,0,0
AQP9,0,0,0.0318482,0.0352202,0.0326465,0
AQPEP,0.0205506,0.0226135,0,0.067397,0.124944,0.122242
AQR,13.2736,14.0939,11.6858,13.3912,14.2236,11.4798
AR,0.44819,0.644862,0.465444,1.51909,1.409,1.37859
ARAF,48.8042,53.0368,53.3448,30.727,30.8049,32.2441
ARAP1,26.4982,26.7598,28.4307,24.4013,24.0862,27.6094
ARAP2,0.291698,0.307023,0.150444,0.291152,0.30843,0.213747
ARAP3,14.7164,15.1865,15.4346,14.479,13.5301,14.2161
ARC,0,0,0.0326951,0.144627,0.0670293,0.0983699
ARCN1,101.591,102.105,97.6952,110.945,113.836,107.395
AREG,0,0,0,0,0,0
ARF1,259.587,255.173,275.675,244.022,237.981,264.35
ARF3,48.5,50.0723,51.1468,45.3391,42.771,44.7619
ARF4,154.812,153.324,152.86,169.497,176.144,169.232
ARF5,95.35,90.4919,96.567,86.9,82.8159,98.5605
ARF6,18.8339,18.9061,19.2424,18.2512,20.0941,18.7441
ARFGAP1,41.4992,40.3289,42.7038,38.8535,35.3678,43.5002
ARFGAP2,24.5091,23.9583,25.8197,21.5497,20.1031,21.9993
ARFGAP3,28.2035,23.7792,26.1395,29.7751,31.3071,29.5008
ARFGEF1,8.85701,9.23388,7.93735,10.8838,11.7132,9.35762
ARFGEF2,6.93261,6.86794,6.48593,9.74399,10.37,9.85941
ARFIP1,11.8668,9.89963,10.3017,10.4351,10.9399,8.66004
ARFIP2,13.0134,13.5942,14.1662,12.6322,12.032,13.4383
ARFRP1,11.0716,8.6848,9.7703,10.9128,9.62574,10.3865
ARG1,0,0.0787192,0,0,0,0.141823
ARG2,8.37868,8.54513,8.83807,8.65683,8.69723,8.81307
ARGFX,0.672263,0.945231,0.922984,0.73491,0.870431,0.833096
ARGFXP2,0.0906872,0.0997905,0.806819,0.495691,0.367575,0.359627
ARGLU1,76.2402,71.9547,74.8436,84.3067,89.5559,81.2238
ARHGAP1,33.5951,35.3964,36.2262,35.2262,34.4109,38.1909
ARHGAP10,5.72808,6.33809,5.31632,7.86213,6.86841,7.13003
ARHGAP11A,6.36559,6.97681,6.80266,4.68024,5.15643,4.4402
ARHGAP11B,0.669093,1.47251,1.10236,0.609537,0.564995,0.221111
ARHGAP12,7.5971,7.33722,7.29036,7.90995,8.61283,7.87175
ARHGAP15,0.0583449,0,0.115351,0,0,0
ARHGAP17,16.735,17.2235,17.0734,17.1018,15.0711,18.0573
ARHGAP18,3.77378,4.75881,3.34925,3.82432,3.37739,2.86742
ARHGAP19,5.36807,5.33587,5.1359,5.7938,5.36956,4.89549
ARHGAP19-SLIT1,3.14E-290,2.63E-209,6.05E-250,4.36E-80,6.40E-239,1.78E-45
ARHGAP20,5.03667,6.05121,4.83641,6.58098,7.37649,7.02316
ARHGAP21,13.4418,14.1455,14.5119,15.8346,16.0382,15.3295
ARHGAP22,7.97881,10.3929,8.71865,7.08191,7.97284,7.82597
ARHGAP23,29.7232,30.1141,32.6083,32.5801,31.3931,37.0118
ARHGAP24,3.3793,3.31798,3.50818,5.58644,5.77029,6.00254
ARHGAP25,0.199796,0.112318,0.263344,0.254658,0.137912,0.13493
ARHGAP26,1.61901,1.47449,1.28289,0.663758,0.604646,0.768007
ARHGAP26-AS1,0,0,0,0,0,0
ARHGAP27,0.790176,0.666613,0.859219,0.777431,0.773999,1.01839
ARHGAP28,7.82171,9.65694,8.271,9.85462,10.3087,9.00456
ARHGAP29,3.50385,3.03739,2.97028,4.55414,5.18121,4.11997
ARHGAP30,0.0505929,0.0556715,0.276351,0.235086,0.130826,0.277154
ARHGAP31,4.74952,4.8711,5.20783,5.0157,4.41555,4.42293
ARHGAP32,4.40427,5.35383,4.25789,4.75346,4.1043,3.82237
ARHGAP33,4.82162,7.7483,6.27345,4.69818,4.54477,4.4798
ARHGAP35,17.5107,17.52,17.3201,17.314,17.0869,17.7953
ARHGAP36,0,0,0,0,0,0
ARHGAP39,2.83039,2.46733,3.0886,2.69231,2.7563,2.71492
ARHGAP4,2.53105,2.85065,2.50201,1.59504,2.02096,2.45023
ARHGAP40,0,0,0,0,0.0349136,0
ARHGAP42,8.04339,8.08212,6.66866,7.48383,7.92794,7.26184
ARHGAP44,1.50088,1.70084,1.68295,1.56728,1.61165,2.04317
ARHGAP5,16.0524,18.2072,14.6755,20.1151,24.8979,18.7004
ARHGAP5-AS1,7.15792,6.39382,7.65849,11.1391,13.909,13.5247
ARHGAP6,5.51438,5.29959,4.84343,6.1108,5.91174,5.13373
ARHGAP8,1.16476,0.82932,2.48121,0.847686,1.0411,1.65577
ARHGAP9,0.048238,0.0837207,0.190743,0.158205,0.0488813,0.225583
ARHGDIA,148.847,144.896,165.173,136.508,137.636,161.1
ARHGDIB,14.7862,14.4955,14.7937,13.4211,12.3495,13.1486
ARHGDIG,3.19358,3.64931,2.30699,2.55125,1.86696,2.679
ARHGEF1,17.6611,19.326,20.2467,17.0474,17.6703,20.0721
ARHGEF10,10.5487,12.1454,10.5609,11.4581,10.4159,11.6775
ARHGEF10L,5.51222,6.05639,5.57344,4.20686,4.47835,4.65802
ARHGEF11,13.5341,13.998,13.3039,14.1499,13.0256,14.3627
ARHGEF12,17.8577,19.9007,17.0389,16.9222,19.1858,17.0674
ARHGEF15,0,0,0.0455788,0.225079,0.373874,0.182888
ARHGEF16,2.38655,2.70009,3.1234,1.13912,0.953696,1.16634
ARHGEF17,27.1667,29.1454,28.1287,29.0984,27.8062,30.3631
ARHGEF18,12.9587,12.7445,14.0077,11.5954,11.8471,13.8693
ARHGEF19,4.49774,4.91388,5.08128,4.98712,5.79463,7.07074
ARHGEF2,17.1045,16.7951,17.033,33.35,32.0848,37.4821
ARHGEF25,12.3689,12.8048,14.4009,12.2594,11.9799,13.7256
ARHGEF26,2.04285,2.30814,2.10081,1.55519,1.47956,1.59119
ARHGEF26-AS1,0.720245,1.16796,1.57385,0.870245,1.22918,1.16502
ARHGEF28,0.289445,0.259965,0.236529,0.196175,0.091506,0.133428
ARHGEF3,28.3205,28.4906,29.2944,35.2298,34.0497,35.5141
ARHGEF3-AS1,0,0,0,0,0,0
ARHGEF33,0.066417,0.0974455,0,0.0242021,0.134601,0.0219485
ARHGEF35,0.199886,0.0879805,0.158074,0.262216,0.121527,0.475599
ARHGEF37,0.584251,0.2143,0.481289,0.574828,0.276278,0.347534
ARHGEF38,0,0.0190191,0,0,0,0
ARHGEF38-IT1,0,0,0,0,0,0
ARHGEF39,3.79998,3.84467,3.80679,2.95526,2.89436,2.3261
ARHGEF4,9.94037,11.4662,12.2102,7.32279,6.29211,7.33419
ARHGEF40,29.6136,29.7725,29.8374,25.4793,23.2147,25.8302
ARHGEF5,0.395126,0.283558,0.543432,0.713653,0.382975,0.408757
ARHGEF6,1.02156,0.788843,0.850385,1.41064,1.81605,1.77678
ARHGEF7,17.2011,15.2439,16.6097,15.4194,16.668,15.1581
ARHGEF9,9.87201,10.1648,9.94145,7.98114,7.90941,8.47931
ARID1A,29.6675,28.7497,31.3096,27.7421,26.2661,26.8365
ARID1B,11.847,11.8666,11.9689,12.2644,11.75,11.3714
ARID2,6.61482,7.43601,6.78874,6.37839,6.81416,6.18751
ARID3A,16.9251,16.593,19.9669,23.9845,23.2199,23.9262
ARID3B,4.78918,3.93389,3.37841,2.55629,2.57454,2.63033
ARID3C,0,0.0964199,0.0866186,0.0957897,0.17758,0.17374
ARID4A,4.59756,3.58798,4.33527,4.3309,4.55959,3.66383
ARID4B,10.6694,11.1778,10.58,9.79197,10.5912,8.29003
ARID5A,3.58073,4.4888,4.43575,3.07207,2.98536,4.35875
ARID5B,18.9634,18.8679,19.0308,18.4669,20.3083,18.8281
ARIH1,20.1442,18.6237,17.904,21.176,22.0343,19.5608
ARIH2,18.2336,18.0187,17.4895,20.3186,18.2617,17.8668
ARIH2OS,1.23647,1.07415,1.41528,1.70741,1.58264,1.41938
ARL1,35.1145,32.5926,34.2638,40.5322,42.1901,38.524
ARL10,6.26694,7.44045,6.52108,8.60876,7.77078,6.94875
ARL11,0.306297,0.449391,0.403709,0.390647,0.258643,0.379576
ARL13A,0.0819271,0,0,0.214096,0,0
ARL13B,3.01392,3.58077,3.2494,2.91148,3.23361,2.57362
ARL14,0,0,0,0,0,0
ARL14EP,8.86411,9.05264,7.78879,12.4135,11.7412,9.24731
ARL14EPL,0,0,0,0,0,0
ARL15,2.18719,2.53803,1.92623,2.13018,2.69985,2.3655
ARL16,24.9549,20.9929,23.5066,25.5013,20.7976,27.4293
ARL17A,0.0179164,0.337446,0.0531297,0.0587551,0.199687,0.445917
ARL17B,0.636704,1.12001,1.5735,0.348017,2.58071,1.32512
ARL2,44.1596,43.8974,42.8445,39.4683,40.1354,45.0538
ARL2-SNX15,6.14E-13,3.44E-29,5.90E-09,0.436557,2.40E-05,8.73E-19
ARL2BP,44.7473,44.3942,44.4704,43.5285,42.239,43.0811
ARL3,8.26052,7.53849,9.16811,6.40774,6.21516,6.52212
ARL4A,3.23399,3.23508,2.75502,2.64235,2.71458,2.66605
ARL4C,5.39262,5.22502,4.52877,1.77376,2.32115,2.2473
ARL4D,9.65638,10.1197,10.6495,20.1789,19.37,23.9657
ARL5A,9.77195,10.0714,8.62386,9.3027,11.2904,9.12951
ARL5B,11.798,11.5071,10.4699,10.3766,12.5799,8.79895
ARL5C,0,0,0,0,0,0
ARL6,1.73514,1.73574,1.01353,2.50038,1.19878,1.58701
ARL6IP1,80.4798,75.0348,78.337,65.8282,65.66,56.1174
ARL6IP4,80.4506,80.5715,76.712,74.3982,65.828,84.3386
ARL6IP5,42.0685,37.4172,37.25,35.9352,35.9377,37.1244
ARL6IP6,8.67978,9.87335,7.39732,8.57528,8.41141,7.48182
ARL8A,26.4601,28.3631,26.72,25.31,25.0784,26.3453
ARL8B,13.935,15.693,13.8397,20.9418,20.7673,20.1241
ARL9,0,0,0.283493,0.313509,0.435898,0.426473
ARMC1,8.95429,10.1698,9.04121,10.6627,9.94835,7.57734
ARMC10,10.5326,12.2792,11.2194,11.6519,11.8147,11.1339
ARMC12,0.939723,2.06811,1.11473,1.54094,1.52356,1.86327
ARMC2,0.735377,0.684704,0.810816,0.649309,0.917121,0.81317
ARMC3,0,0,0,0,0,0
ARMC4,0.565928,0.207579,0.293037,0.235683,0.245768,0.106868
ARMC5,4.54976,3.99194,4.03987,3.40259,3.3322,4.2282
ARMC6,12.2126,11.573,10.9754,12.1375,11.6467,13.2391
ARMC7,6.46792,4.93527,5.27363,5.00623,4.73608,4.8677
ARMC8,10.008,9.47972,9.20087,9.75426,9.9974,8.1267
ARMC9,7.85496,7.57947,7.14683,7.91979,9.39313,6.99506
ARMCX1,11.4307,12.2675,12.462,23.6034,22.4505,19.0737
ARMCX2,27.9773,27.3992,27.2917,37.9417,38.5417,40.0305
ARMCX3,27.9287,28.9638,26.5089,40.6402,38.593,35.8162
ARMCX4,5.88954,7.13408,5.8952,11.2677,10.7065,10.3183
ARMCX5,6.43124,6.55889,5.64726,7.24177,7.42233,5.83213
ARMCX5-GPRASP2,5.34734,4.74419,5.03718,4.40653,4.42483,5.01401
ARMCX6,39.4696,39.8553,35.6371,57.1725,58.3353,64.0359
ARMS2,0.150026,0,0,0,0,0
ARNT,15.8558,15.2291,14.1262,15.7211,15.8011,15.4695
ARNT2,4.18608,4.79494,4.74534,3.68593,3.0257,3.56933
ARNTL,1.827,1.73263,1.03879,1.87779,1.52299,1.38363
ARNTL2,0.997337,1.44258,1.05482,0.730613,0.859589,0.748312
ARPC1A,96.347,85.7372,94.2158,100.798,97.5604,99.4894
ARPC1B,37.4615,38.8148,38.721,40.9525,38.3755,48.5248
ARPC2,158.494,149.064,152.591,190.954,192.07,192.577
ARPC3,218.725,201.375,217.401,211.132,207.859,213.804
ARPC4,84.4085,77.9499,77.4163,69.3094,65.4954,79.5925
ARPC4-TTLL3,3.54704,5.25958,3.74807,4.01954,3.85347,2.10548
ARPC5,59.4909,61.6245,56.7011,52.1656,53.5462,50.574
ARPC5L,28.9328,28.6777,31.0023,27.0416,29.4296,33.063
ARPP19,32.9374,32.9195,32.5775,26.8199,29.6837,25.7202
ARPP21,0,0.0336657,0,0,0,0
ARR3,0.246238,0.0903185,0.243412,0.179456,0.166343,0.162746
ARRB1,11.8611,10.4334,11.1491,14.2084,12.7378,14.3815
ARRB2,6.85207,7.52943,9.07933,4.65303,4.20078,6.22927
ARRDC1,12.3647,11.5292,10.9362,8.25248,7.12188,7.93565
ARRDC2,0.828897,1.17276,0.776843,1.7222,1.4399,1.78773
ARRDC3,14.8185,16.0031,14.0362,17.1523,19.1763,14.1224
ARRDC3-AS1,2.0535,2.12927,2.02994,2.24487,2.16085,2.11413
ARRDC4,8.9288,9.10114,8.17598,18.186,20.2857,17.7272
ARRDC5,0,0.0696143,0.0625378,0,0.0641055,0
ARSA,9.5908,10.5194,11.6557,11.4268,10.2274,11.7225
ARSB,11.4033,13.0308,11.8472,12.3837,12.3678,13.0967
ARSD,7.47492,6.98144,7.42519,8.76941,8.53502,9.57954
ARSE,3.46585,2.97176,3.73754,7.28243,7.98174,8.83549
ARSF,0.184902,0.0508658,0.228476,0.202133,0.187362,0.0916556
ARSG,0.871507,0.917293,0.734648,0.773276,0.767794,0.902175
ARSH,0,0,0,0,0,0
ARSI,9.83256,11.5948,12.1118,17.1111,16.6677,20.0729
ARSJ,6.95907,5.64834,6.25747,6.96437,7.31891,6.9394
ARSK,3.32302,3.72018,4.25607,3.44316,4.1578,3.63819
ART1,0,0,0,0,0,0
ART3,0.272157,0.224593,0.201805,0.223125,0.137861,0.134934
ART4,0.699508,0.256575,0.460987,1.44442,1.57514,0.770542
ART5,1.9093,1.81446,2.05897,2.75044,2.37441,2.9233
ARTN,0.0570189,0.313742,0.28185,0.249352,0.115562,0.26206
ARV1,8.69807,6.83657,8.30924,5.99284,9.70258,9.13046
ARVCF,2.7003,2.71072,3.23128,1.8126,1.60813,2.27785
ARX,0.0339909,0,0,0,0,0
AS3MT,3.25741,1.51615,2.57136,1.98E-05,0.000605249,0.454113
ASAH1,37.8244,36.8896,34.6842,54.7912,56.7463,51.9204
ASAH2,0.258156,0.14203,0.127593,0.141102,0.130791,0.298591
ASAH2B,0,0,0,0,0.204816,0
ASAP1,15.589,16.5571,15.7777,17.537,18.5063,17.343
ASAP1-IT1,0,0,0,0,0,0.0922092
ASAP2,10.2904,10.5109,10.2249,11.1381,11.1313,10.6256
ASAP3,18.4313,16.8206,18.4484,19.3904,17.0361,18.7083
ASB1,8.12078,8.00167,8.14942,6.81161,6.78565,7.0598
ASB10,0,0,0,0,0,0
ASB11,0.14335,0.118299,0.247999,0.195891,0.363173,0.213184
ASB12,0.166568,0.0916441,0.164656,0.18209,0,0
ASB13,5.24135,5.30439,5.14392,5.06266,5.14039,6.44786
ASB14,0.317938,0.599526,0.674439,0.348062,1.06006,0.58621
ASB15,0,0.11974,0,0,0,0.03596
ASB16,0.984776,0.670818,1.1589,0.974018,0.47518,0.650867
ASB16-AS1,6.50652,6.20149,5.9494,5.24091,4.86643,5.03856
ASB17,0,0.118614,0,0,0,0
ASB18,0,0,0,0,0,0
ASB2,0.0710852,0.155009,0,0.0388306,0.107057,0
ASB3,5.5409,5.20996,4.02361,4.75992,4.07003,3.20348
ASB4,0.175515,0.220724,0.0247859,0.109641,0.127037,0.0994312
ASB5,0,0,0,0,0.0325541,0.0637004
ASB6,9.36914,9.34178,9.46175,9.45844,8.91333,10.1034
ASB7,4.55285,3.72278,3.36506,4.09525,3.67838,3.366
ASB8,10.4351,10.1561,9.98017,9.67785,10.0777,10.9802
ASB9,0,0,0,0.0662202,0,0.120136
ASB9P1,0.127684,0,0.0631095,0.0697915,0,0
ASCC1,11.5907,9.8291,9.25664,11.9004,10.7329,10.1393
ASCC2,22.0737,21.3302,22.3367,20.9125,20.917,22.7179
ASCC3,13.8259,13.4448,11.8787,22.4741,23.619,20.3129
ASCL1,0,0,0,0,0,0
ASCL2,0.11031,0.121383,0.0545222,0.180885,0.0558889,0.164041
ASCL3,0,0,0,0,0,0
ASCL4,0,0,0,0,0,0
ASCL5,0.149189,0.0820822,0.147477,0.0815457,0.22676,0.0739523
ASF1A,10.4377,10.4019,10.4737,9.51585,10.4569,9.64502
ASF1B,12.4175,13.3371,12.8623,7.66417,6.9837,7.18611
ASGR1,2.86396,3.04114,2.047,2.06132,2.12336,1.67369
ASGR2,0,0,0,0,0,0
ASH1L,9.43183,9.98142,8.91249,11.0985,11.402,10.5086
ASH1L-AS1,1.3404,1.81532,1.22309,1.7471,1.30599,1.58441
ASH2L,39.4704,37.3263,40.5162,29.6856,30.4326,30.6846
ASIC1,9.51906,9.94752,10.4314,12.8103,11.5156,14.1053
ASIC2,0.280306,0.339289,0.541556,0.239701,0.142017,0.180955
ASIC3,0.536132,0.976889,0.646636,0.919424,0.305061,0.416898
ASIC4,0.515654,0.416106,0.13593,0.71403,0.905692,0.783865
ASIC5,0,0,0,0,0,0
ASIP,1.90546,1.83464,3.29628,1.04151,0.965403,1.41679
ASL,6.86263,6.73444,6.88782,8.16689,6.58235,7.73841
ASMT,0,0,0,0,0,0
ASMTL,0,0,0,0,0,0
ASMTL-AS1,0,0,0,0,0,0
ASNA1,35.6542,39.4188,37.3281,34.1853,34.335,40.6955
ASNS,31.6618,30.343,30.8331,70.7209,70.8139,67.8888
ASNSD1,16.2122,14.58,15.5118,20.3049,20.687,19.7635
ASPA,0.0790633,0,0,0,0.0801152,0
ASPDH,0.788615,0,0.630725,0.153839,0.285194,0.837079
ASPG,0,0.0564722,0.101463,0.112206,0.104007,0.203515
ASPH,41.7671,46.2876,41.6953,44.7572,47.2521,41.9819
ASPHD1,9.6122,11.5956,11.6134,13.6993,9.23505,14.2589
ASPHD2,1.60562,1.67043,1.7892,0.606359,1.09452,0.752489
ASPM,6.1555,6.52102,5.67479,4.33379,5.72521,4.47824
ASPN,0.0869614,0.0478454,0.25789,0.0475326,0.0881183,0.155118
ASPRV1,0.690922,0.861648,0.728526,0.755308,0.466743,0.410985
ASPSCR1,10.8158,13.4651,12.8915,10.5426,9.97712,12.2787
ASRGL1,2.84374,2.47534,2.60031,1.62397,1.11822,1.68315
ASS1,35.2128,33.1299,35.8292,36.8015,39.7481,45.4282
ASTE1,3.43366,3.25019,3.72274,4.39943,5.12549,3.36751
ASTL,0.166111,0,0,0.0907952,0.0841603,0.0823405
ASTN1,0.0986327,0.217067,0.170552,0.718032,1.02464,0.904643
ASTN2,5.15248,5.58447,6.3788,6.6375,8.57469,6.20568
ASUN,7.7268,7.6738,7.18502,7.94577,8.69218,7.53047
ASXL1,29.9641,30.4579,30.6995,21.2029,20.0847,19.8271
ASXL2,5.86104,5.86177,5.24015,6.56384,6.30855,6.00428
ASXL3,0.890976,0.966984,0.772166,0.933978,0.964668,0.810708
ASZ1,0.1672,0.0735937,0.165282,0.182782,0.190891,0.132609
ATAD1,20.7813,22.3028,19.4333,20.4391,21.9027,18.0908
ATAD2,11.2962,11.9643,10.0282,9.25705,8.99246,7.68987
ATAD2B,3.05491,3.05379,2.62099,3.00153,3.54328,2.91183
ATAD3A,8.31349,9.24411,8.82085,8.39163,8.42705,9.55688
ATAD3B,4.27478,5.15188,4.14524,4.27259,4.20789,4.48016
ATAD3C,0.745007,0.792466,0.859201,0.814434,0.754919,0.738595
ATAD5,1.32304,1.55511,1.23355,0.772473,1.32541,0.968835
ATAT1,10.5521,9.41202,8.76823,7.36436,8.77981,8.70731
ATCAY,1.31502,1.52971,1.57849,1.49918,1.40866,1.76931
ATE1,9.4589,8.11755,8.18715,9.35086,9.44716,8.6596
ATF1,7.02014,6.42289,6.51073,8.36417,8.79201,8.05451
ATF2,12.7051,13.3058,12.0434,14.849,14.2593,13.0012
ATF3,6.49224,6.71207,8.73888,11.089,12.2089,13.4147
ATF4,228.907,227.862,239.461,341.416,333.802,391.735
ATF5,12.6646,14.077,15.3036,23.1773,23.2115,28.3219
ATF6,10.0772,9.53774,9.06934,8.36701,9.33427,7.47757
ATF6B,40.1193,39.7315,45.0722,34.2623,32.8349,36.1075
ATF7,11.2528,9.20542,10.9261,12.6521,9.38538,10.9167
ATF7IP,17.0465,18.3094,15.9449,17.032,18.202,15.123
ATF7IP2,3.42913,3.96787,3.39436,3.04191,3.10428,2.72548
ATG10,2.92231,2.72442,2.86184,2.13811,2.11412,2.34839
ATG12,12.3797,12.2119,11.4238,12.6698,12.9661,13.6611
ATG13,17.0283,17.2293,16.9977,16.0972,16.1923,17.4673
ATG14,5.21957,5.56747,5.45621,5.68412,6.46435,5.25396
ATG16L1,8.82323,7.82216,8.4672,9.34143,8.65312,8.55726
ATG16L2,8.64861,10.4427,11.2759,7.05259,7.86362,6.34952
ATG2A,6.53361,6.70369,6.32772,6.1451,5.68113,5.70418
ATG2B,4.63308,5.05231,4.43988,4.85531,5.36177,4.80799
ATG3,26.5608,22.4971,26.5151,23.1142,29.039,27.8048
ATG4A,9.76259,9.79612,10.7322,8.88582,10.4251,10.0197
ATG4B,22.986,22.2542,21.6161,17.2032,18.0841,19.5125
ATG4C,3.34078,3.27216,2.68687,3.29091,3.45963,2.91277
ATG4D,9.27697,9.50012,11.0788,7.32766,8.2593,10.6325
ATG5,7.01604,6.96471,6.43381,7.89832,8.83378,7.37003
ATG7,4.66326,3.93611,4.20245,4.03323,4.25086,4.53028
ATG9A,21.5549,20.4465,22.1869,22.996,22.5303,23.5263
ATG9B,1.62306,1.48605,1.76416,1.66512,1.8778,1.75762
ATHL1,21.3869,22.5559,22.2834,16.0292,15.9684,16.6216
ATIC,23.843,24.8555,24.3327,28.2282,28.8553,31.198
ATL1,2.73077,2.71669,3.03219,2.45357,2.99453,2.22515
ATL2,11.7302,10.2749,9.67127,9.73443,11.2299,8.99927
ATL3,11.9399,11.8733,12.0652,15.1797,13.8912,13.2401
ATM,7.4213,8.41326,6.66355,8.71867,10.5693,7.99026
ATMIN,18.7504,19.5614,18.7855,18.9865,21.9989,18.01
ATN1,91.0333,90.3038,95.0512,57.2843,58.7279,62.1534
ATOH1,0,0.347635,0,0,0,0
ATOH7,0,0.151817,0.068192,0,0,0.13678
ATOH8,1.07476,1.51803,1.12586,1.92897,1.96681,2.14693
ATOX1,93.9034,80.2898,94.3938,95.3713,87.7591,108.506
ATP10A,0.397027,0.33759,0.285434,0.197285,0.274302,0.178914
ATP10B,0,0,0,0,0,0
ATP10D,6.12253,6.56397,5.72704,7.99104,8.66819,7.95603
ATP11A,12.3856,12.4019,13.6814,13.8446,13.5353,12.6028
ATP11B,9.36389,10.6548,9.07989,10.3899,11.2595,8.81535
ATP11C,15.9903,16.322,14.028,11.7225,12.9112,10.1104
ATP12A,0.0774737,0.142133,0.153233,0.0281813,0,0.0255572
ATP13A1,17.3598,15.9641,17.9941,17.4864,14.9521,19.5215
ATP13A2,11.7825,12.8305,11.3105,9.99593,9.80081,10.8576
ATP13A3,8.43588,9.14247,7.97377,8.65086,10.6787,7.90848
ATP13A4,0.0892086,0.0736226,0.220462,0.0975219,0.0903955,0.110551
ATP13A5,0,0,0,0,0,0
ATP1A1,105.677,103.899,104.624,102.543,95.4893,101.415
ATP1A1OS,64.244,69.3953,65.6436,66.8517,58.8961,68.2652
ATP1A2,0.259211,0.228185,0.13666,0.472278,0.420256,0.445433
ATP1A3,0.278237,0.336784,0.35756,2.06324,1.55069,1.88955
ATP1A4,0,0.0274164,0,0,0,0
ATP1B1,38.4607,37.3689,35.4128,33.3476,35.8399,33.3973
ATP1B2,10.6198,11.1431,11.846,5.48753,6.35081,6.44362
ATP1B3,41.4311,37.1138,39.324,50.5851,52.1294,51.275
ATP1B4,0.0795733,0.0875611,0.0589952,0.152312,0.141182,0.0986107
ATP2A1,0.441399,0.333903,0.272702,0.33172,0.30748,0.19143
ATP2A2,53.9281,55.536,55.4948,54.4031,52.6879,52.1188
ATP2A3,0.441773,0.353417,0.258048,0.270916,0.366847,0.402031
ATP2B1,28.4973,30.3724,26.7918,31.2888,34.053,27.7046
ATP2B2,0.0105212,0.0231623,0.0104004,0.023011,0.0533341,0.0208682
ATP2B3,0.131431,0.128554,0.239489,0.0159585,0.073986,0.0723862
ATP2B4,57.636,58.811,57.5101,97.0149,94.6418,90.8466
ATP2C1,30.6425,29.6837,28.187,35.8479,38.0699,34.2762
ATP2C2,0.0570652,0.0627935,0.0282052,0.0311915,0,0.0282871
ATP4A,0.0541067,0.029769,0,0.0295744,0,0
ATP4B,0,0.154397,0,0,0,0
ATP5A1,290.83,260.078,273.263,303.856,275.486,288.816
ATP5B,267.097,254.193,257.356,268.689,255.898,260.188
ATP5C1,124.522,109.928,114.802,120.626,109.653,107.127
ATP5D,80.0412,67.8113,86.3362,68.3359,65.6891,89.963
ATP5E,422.564,328.844,367.938,424.942,385.556,436.43
ATP5EP2,0,0,0,0,0,0
ATP5F1,55.6775,51.4238,51.8705,59.0358,58.6478,55.3405
ATP5G1,79.0313,69.8721,73.3512,67.8196,63.6033,73.7402
ATP5G2,264.281,209.872,251.599,260.811,223.658,274.838
ATP5G3,45.9487,45.5909,44.7509,44.8446,42.4804,46.8847
ATP5H,158.112,147.767,155.655,162.665,149.022,163.645
ATP5I,337.222,263.629,329.444,322.943,264.517,349.695
ATP5J,103.004,89.2051,96.357,95.7454,96.5691,86.2463
ATP5J2,216.97,206.908,221.454,211.272,188.921,214.709
ATP5J2-PTCD1,0.00947988,0.00151472,0.0310649,2.17762,3.92897,3.194
ATP5L,74.3535,62.0479,72.2651,74.6703,68.3223,76.0431
ATP5L2,0.761452,0.167578,0.451629,0.332965,0.9259,0.45294
ATP5O,178.37,153.376,163.527,168.993,149.933,163.703
ATP5S,3.01897,3.14519,2.36461,3.58863,3.79627,3.74359
ATP5SL,34.4363,32.7336,30.4587,30.6787,27.6957,32.1654
ATP6AP1,60.0936,62.4376,65.652,67.0023,63.9984,73.7228
ATP6AP1L,1.63537,1.79953,2.10158,2.14532,2.15426,3.40471
ATP6AP2,127.884,123.553,113.833,109.642,111.919,102.821
ATP6V0A1,12.7314,13.4478,13.8323,12.8843,12.9818,13.5606
ATP6V0A2,4.03973,4.0354,4.00754,4.16563,4.26767,4.28901
ATP6V0A4,0,0.0705868,0.0951245,0,0.065001,0.0635955
ATP6V0B,61.0491,49.5594,55.4492,49.8036,50.8212,53.5295
ATP6V0C,160.62,169.014,179.153,160.987,154.457,172.787
ATP6V0CP3,0,0.240051,0,0,0,0
ATP6V0D1,55.0768,57.6774,59.5222,64.1331,64.8394,64.8485
ATP6V0D2,0.29327,0.36881,0.538394,0.503799,0.254719,0.249211
