"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","cell_type"
"REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",0.307692307692308,0.991818627553256,0.128788713061714,-0.61099097342914,-1.21042830527855,9,"TANK, UBC, IRF3, PTPN11","Pericyte_1"
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.168693009118541,0.991818627553256,0.129442887745046,0.687137142708376,1.31604862241413,13,"NCALD, PLCB1, GNB4, GRIK1, DLG3, GNG7, GNG5","Pericyte_1"
"REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.698387096774194,0.991818627553256,0.0522693317499306,0.483996944148121,0.82698678852188,7,"TIMP1, SPOCK3","Pericyte_1"
"REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7",0.26008064516129,0.991818627553256,0.118815039412263,0.874888178913738,1.16276364684447,1,"NEK9","Pericyte_1"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.75068870523416,1,0.0417397034728504,0.344497236056653,0.814691978221127,48,"PPM1E, PRKAA2, NBEA, APBA1, PRKAR2A, PRKAG2, PRKACB, KRAS, TUBB4A, RASGRF2, CAMK2G, ERBB4, PDPK1, MAPK3, GRIA4, NRGN, DLG3","Pericyte_1"
"REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.297423887587822,0.991818627553256,0.119887845115423,-0.741020069027227,-1.20334409227554,3,"TFDP2, TP53, TFDP1","Pericyte_1"
"REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION",0.354735152487962,0.991818627553256,0.0857844408075645,0.687254104929546,1.1450567825752,6,"PRKAA2, PRKAG2, PRKAB2","Pericyte_1"
"REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.987531172069825,1,0.0564118388217596,-0.247470794371657,-0.440997304070513,5,"TFDP2, TP53, TFDP1","Pericyte_1"
"REACTOME_ACTIVATION_OF_RAC1",0.791916167664671,1,0.0431036828790402,0.387175067386372,0.717711970315221,10,"NCK2, ROBO1, SLIT2, PAK1, PAK3","Pericyte_1"
"REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS",0.11244019138756,0.991818627553256,0.206587922696891,-0.819883243013431,-1.4052414603291,4,"ARHGEF7","Pericyte_1"
"REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS",0.684931506849315,0.991818627553256,0.0559428593065705,0.55945308622767,0.867700042170224,4,"KRAS, RASGRP3, HRAS","Pericyte_1"
"REACTOME_ACTIVATION_OF_SMO",0.620879120879121,0.991818627553256,0.0845557442441281,-0.444186518292204,-0.879973613270353,9,"CSNK1A1","Pericyte_1"
"REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",0.595161290322581,0.991818627553256,0.0597317976364411,0.542874226389636,0.927588114927993,7,"MAPK10, MAPK3","Pericyte_1"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0.569655172413793,0.991818627553256,0.0544555953940371,0.399353290312095,0.928657801337776,42,"RPS11, RPS9, RPS7, RPS27L, EIF3A, FAU, EIF4B, EIF2S3, EIF3D, RPS4X","Pericyte_1"
"REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE",0.99304347826087,1,0.0395979123961192,0.293370612499494,0.436357440782363,3,"CNGA1, SLC24A1","Pericyte_1"
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.815548780487805,1,0.0425877779273254,0.362589916818235,0.729966405470397,18,"ORC4, PRIM2, POLE, POLA1, RPA3","Pericyte_1"
"REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS",0.156521739130435,0.991818627553256,0.14551614609036,0.854468109944798,1.2709300175262,3,"WWOX, YEATS4, TFAP2A","Pericyte_1"
"REACTOME_ACTIVATION_OF_TRKA_RECEPTORS",0.289285714285714,0.991818627553256,0.103958471559957,0.818903012446318,1.15859834009877,2,"NTRK2, NTRK1","Pericyte_1"
"REACTOME_ACYL_CHAIN_REMODELING_OF_CL",0.831381733021077,1,0.0615706755421678,-0.409853859769195,-0.665562569036801,3,"HADHB, PLA2G6","Pericyte_1"
"REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG",0.339920948616601,0.991818627553256,0.10027910675413,-0.828498402555911,-1.10407621763479,1,"DGAT1","Pericyte_1"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.58908507223114,0.991818627553256,0.059989249649033,0.56880278441474,0.947701121855832,6,"PLA2R1, LPCAT3","Pericyte_1"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.535483870967742,0.991818627553256,0.0647943366000727,0.576105594124438,0.984369262853554,7,"PLA2R1, LPCAT3","Pericyte_1"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PG",0.199667221297837,0.991818627553256,0.12384217120105,0.786438224685194,1.2769785016028,5,"PLA2R1, LPGAT1, CRLS1, LPCAT4","Pericyte_1"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PI",0.141071428571429,0.991818627553256,0.156312403073186,0.902773869359077,1.27726029899363,2,"PLA2R1, MBOAT7","Pericyte_1"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.1669341894061,0.991818627553256,0.134273452883202,0.788369567594642,1.31352859746493,6,"PLA2R1, LPCAT3, OSBPL5, OSBPL10","Pericyte_1"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM",0.665901262916188,0.991818627553256,0.038875878582578,0.316197038815652,0.916360781543576,310,"PRKG1, AKT3, PRKN, FYN, ITPR1, SH3KBP1, PIK3CD, RASGRP2, FBXL7, RICTOR, RNF130, HERC1, B2M, MRC2, LCP2, COL1A2, ITCH, CD81, PPP3CB, RAB7A, TRIM37, DNM3, HERC2, DYNC1I2, UBE2D2, ITGB1, NPEPPS, LONRF1, UBE3C, PJA2, ATG7, STIM1, KLHL5, RNF213, PRR5, MYLIP, UBE3D, TAB2, FBXL4, PRKACB, PPIA, KIF2A, KRAS, MAP3K7, ANAPC5, TUBB4A, CD99, NFKBIA, PRKCB, UBE2E3, RNF111, CLEC2D, UBE2G2","Pericyte_1"
"REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",0.212978369384359,0.991818627553256,0.119348440591015,0.779405719608205,1.26555947654292,5,"ADCY9, ADCY6, ADCY2","Pericyte_1"
"REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",0.141045958795563,0.991818627553256,0.14641623786055,0.767036538266851,1.34074815184188,8,"ADCY9, GNAI1, ADCY6, GNAI3, ADCY2","Pericyte_1"
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.484802431610942,0.991818627553256,0.0667426134241917,0.533178101207734,1.021176504635,13,"CDH6, CADM2, CADM1, ACTG1","Pericyte_1"
"REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION",0.40174672489083,0.991818627553256,0.0739901439101341,0.489939132272885,1.05906162176418,27,"ADCY9, GNAI1, ADCY6, CALCRL, PRKAR2A, GNAI3, ADCY2, PRKACB, GNB4","Pericyte_1"
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",0.470059880239521,0.991818627553256,0.0675188953767744,0.562184496945577,1.04212945763068,10,"GNAQ, GNB4, GNG7, GNG5","Pericyte_1"
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",0.402694610778443,0.991818627553256,0.0753093764172773,0.600373059570607,1.11292014337947,10,"GNAI1, GNAI3, GNB4, GNG7, GNG5","Pericyte_1"
"REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",0.292307692307692,0.991818627553256,0.0943563635421779,0.61471182468986,1.19368961344031,14,"CACNB2, GNAI1, ADCY6, GNB4, GNG7, GNG5","Pericyte_1"
"REACTOME_ADRENOCEPTORS",0.608695652173913,0.991818627553256,0.0684714904492087,-0.685623003194888,-0.913677141386802,1,"ADRA2C","Pericyte_1"
"REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING",0.921630094043887,1,0.0382416816260774,0.320020249747235,0.575894587003384,9,"APP, MAPK3","Pericyte_1"
"REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION",0.414248021108179,0.991818627553256,0.105920292736253,-0.575510001265685,-1.06698685189165,6,"GGT5, GGT1","Pericyte_1"
"REACTOME_AGGREPHAGY",0.422535211267606,0.991818627553256,0.108820126769161,-0.468148892681099,-1.03181640025254,16,"HSP90AA1","Pericyte_1"
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",0.169207317073171,0.991818627553256,0.129442887745046,0.703572602260276,1.31461661442344,11,"AKT3, MDM2, MKRN1","Pericyte_1"
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS",0.150882825040128,0.991818627553256,0.142056643575821,0.794449121246638,1.32365794277449,6,"AKT3, FOXO3","Pericyte_1"
"REACTOME_ALK_MUTANTS_BIND_TKIS",0.630727762803235,0.991818627553256,0.0826646449123753,-0.42538750775802,-0.832177544600474,8,"BIRC6, FN1, PRKAR1A","Pericyte_1"
"REACTOME_ALPHA_DEFENSINS",0.465725806451613,0.991818627553256,0.0833634065110386,0.766773162939297,1.01907418654204,1,"CD4","Pericyte_1"
"REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM",0.221635883905013,0.991818627553256,0.151148761385484,-0.701628679785698,-1.30080897742006,6,"ELOVL5","Pericyte_1"
"REACTOME_ALPHA_OXIDATION_OF_PHYTANATE",0.433014354066986,0.991818627553256,0.0972150808846466,-0.61690942115021,-1.05735384062935,4,"HACL1","Pericyte_1"
"REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY",0.721003134796238,0.991818627553256,0.0494904866135495,0.441582624956378,0.794652974703894,9,"TAB2, MAP3K7, UBA52, TAB1","Pericyte_1"
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",0.870813397129187,1,0.0603786357920401,-0.374712349782664,-0.642239409207334,4,"ADRA2C, CHRM3, CHRM5, HTR1F","Pericyte_1"
"REACTOME_AMINO_ACIDS_REGULATE_MTORC1",0.990506329113924,1,0.0676760401641789,-0.199271369663381,-0.476476653936658,26,"ATP6V0D1, FNIP2, RHEB, NPRL3, RRAGB, ATP6V1B2","Pericyte_1"
"REACTOME_AMINO_ACID_CONJUGATION",0.324596774193548,0.991818627553256,0.104343952581949,0.850223642172524,1.12998342717737,1,"GLYATL2","Pericyte_1"
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",0.0166619136500943,0.733282720228872,0.352487857583619,0.768076085621263,1.49568845493698,15,"SLC6A12, SLC36A1","Pericyte_1"
"REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY",0.467094703049759,0.991818627553256,0.0713052987340038,0.64010067978329,1.06649290220244,6,"PRKAA2, PRKAG2, PRKAB2","Pericyte_1"
"REACTOME_AMYLOID_FIBER_FORMATION",0.123511904761905,0.991818627553256,0.152144922367565,0.630238249541531,1.32771889191739,24,"PRKN, APP, B2M, GSN, TSPAN15, ITM2B, APH1B, UBA52, CST3, TSPAN5","Pericyte_1"
"REACTOME_ANCHORING_FIBRIL_FORMATION",0.876175548589342,1,0.0405756447890657,0.357828089459745,0.643931938558243,9,"COL1A2, COL7A1, COL4A5","Pericyte_1"
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",0.199233716475096,0.991818627553256,0.195789002148949,-0.44782094243642,-1.21460140113234,56,"HSP90AA1, CLASP1, PCM1, MARK4, CSNK1E, TTBK2, YWHAG","Pericyte_1"
"REACTOME_ANDROGEN_BIOSYNTHESIS",0.245059288537549,0.991818627553256,0.121543282035469,-0.881405750798722,-1.17458177896454,1,"HSD17B12","Pericyte_1"
"REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",0.320872274143302,0.991818627553256,0.0897104652742981,0.590801729635087,1.1504788948835,15,"FYN, ITPR1, SH3KBP1, PIK3CD, STIM1","Pericyte_1"
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",0.875389408099688,1,0.0403295396423143,0.332006181600894,0.646521642952216,15,"B2M, TAP1, ERAP1, SAR1B, HSPA5, ERAP2, HLA-C, PDIA3","Pericyte_1"
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",0.952554744525547,1,0.0768736734126542,-0.233994426084708,-0.621995124319807,49,"SEM1, HMGB1, SNAP23, PSMD1, UBC, IKBKB","Pericyte_1"
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",0.757575757575758,1,0.108820126769161,-0.278599510429017,-0.878079866034589,167,"ZBTB16, HERC4, UBE2D3, CBLB, SEM1, UBR2, NEDD4L, FBXO11, SMURF1, RNF220, FBXW11, CUL1, UBR1, UBE2Z, UBE3A, UBA6, PSMD1, UBC, UBE2G1, UBE2H, RNF144B, UBE2B, UBE2A, ANAPC10, PSMB7, AREL1, RNF14, RBCK1, UBA7, KLHL21, UBE2L3, NEDD4","Pericyte_1"
"REACTOME_ANTIMICROBIAL_PEPTIDES",0.507826086956522,0.991818627553256,0.0711327399327894,0.676854056890562,1.00674809085874,3,"CLU, CD4, CHGA","Pericyte_1"
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",0.357933579335793,0.991818627553256,0.139599673451922,-0.397642999730915,-1.04338124484787,46,"ARIH1, JAK1, FLNA, KPNA5, UBC, POM121, NUP153, IRF3, UBA7, NEDD4, NUP85, ABCE1, NUP160, NUP88, RANBP2, EIF4E","Pericyte_1"
"REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION",0.517193947730399,0.991818627553256,0.0588438169595807,0.423050297195664,0.972383756649096,39,"FYN, ITPR1, ADCY9, GNAI1, ADCY6, CALCRL, PRKAR2A, GNAI3, ADCY2, PRKACB, GNB4","Pericyte_1"
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",0.8546875,1,0.0415717899246479,0.361833471259348,0.679351770218577,12,"ANAPC5, UBA52, CDC16, ANAPC4","Pericyte_1"
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",0.8546875,1,0.0415717899246479,0.361833471259348,0.679351770218577,12,"ANAPC5, UBA52, CDC16, ANAPC4","Pericyte_1"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",0.962825278810409,1,0.077274697304471,-0.240313122696555,-0.623145441885512,43,"SEM1, PSMD1, UBC, ANAPC10, PSMB7","Pericyte_1"
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS",0.856088560885609,1,0.083129129135339,-0.282669211185509,-0.741699850485189,46,"SEM1, CUL1, PSMD1, UBC, ANAPC10, PSMB7","Pericyte_1"
"REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",0.924083769633508,1,0.0618406035753285,-0.308095664407213,-0.577930980563442,7,"NEIL2, PNKP, XRCC1, OGG1, LIG3, POLB, NEIL1","Pericyte_1"
"REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION",0.511304347826087,0.991818627553256,0.0707899094502623,0.673872651234365,1.00231356849473,3,"PPIA, PSIP1","Pericyte_1"
"REACTOME_APOPTOSIS",0.568326947637292,0.991818627553256,0.051011413203915,0.364801168906939,0.947180778452569,98,"ARHGAP10, AKT3, PTK2, UACA, BCL2, BCL2L1, ROCK1, GSN, APC, LMNA, XIAP, DAPK2, KPNB1, SPTAN1, UBA52, UNC5B, PLEC, MAPK3, YWHAQ, TP63, PSMB9, PSMD4, PSME1, GSDMD, PSMD2, CARD8, PSMB6, BIRC2","Pericyte_1"
"REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION",0.86783042394015,1,0.0625237414724762,-0.354401091648111,-0.631548972771891,5,"HMGB1","Pericyte_1"
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.660968660968661,0.991818627553256,0.083129129135339,-0.374579606752729,-0.835482081509743,17,"TJP1","Pericyte_1"
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS",0.00970526309925316,0.523749543114869,0.380730400722792,-0.936658625371548,-1.60538899381481,4,"TJP1, CTNNB1","Pericyte_1"
"REACTOME_APOPTOTIC_EXECUTION_PHASE",0.613095238095238,0.991818627553256,0.0897104652742981,-0.368764624565801,-0.874261362283805,23,"TJP1, CTNNB1, HMGB1, PAK2","Pericyte_1"
"REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE",0.305471124620061,0.991818627553256,0.0911073131586733,0.606847774073429,1.16227333300095,13,"UACA, XIAP, MAPK3, GSDMD, CARD8, AVEN, APAF1","Pericyte_1"
"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT",0.540909090909091,0.991818627553256,0.0613026075396207,0.46988081789886,0.964616061282376,21,"ADCY9, ADCY6, PRKAR2A, ADCY2, PRKACB, RAB11A, GNB4, AQP1, GNG7, GNG5","Pericyte_1"
"REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG",0.881849315068493,1,0.0443293451680314,0.417558820574831,0.647625002239929,4,"ABHD12, ABHD6, DAGLA","Pericyte_1"
"REACTOME_ARACHIDONIC_ACID_METABOLISM",0.0773480662983425,0.991818627553256,0.271288554688953,-0.709442308077283,-1.51457542801247,12,"PTGES3, GGT5, GGT1, MAPKAPK2","Pericyte_1"
"REACTOME_ARMS_MEDIATED_ACTIVATION",0.0142304284020181,0.674867286338133,0.380730400722792,-0.977665686080341,-1.45050656121757,2,"BRAF","Pericyte_1"
"REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING",0.0195063781230507,0.751554876639646,0.352487857583619,-0.91879250299055,-1.57476729722688,4,"PTGES3, HSP90AB1","Pericyte_1"
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",0.998756218905473,1,0.0226556224333514,0.229373733079956,0.621156914455663,156,"SPTBN1, ANK2, GMDS, TRAPPC9, DYNC1I2, ANK3, MAN1A1, USO1, TUBB4A, COL7A1, MAN1C1, SPTAN1, COG5, COG4, UBA52, GFPT1, RPN1, DCTN2, OS9, COPG2, TRIM13, ALG12, COG6, ARCN1, TRAPPC4, NGLY1, PMM2, SAR1B, DCTN1, STT3A, ST8SIA1, SLC17A5, COG8, PSMC1, LMAN2L, SEC16B, MOGS, GORASP1, ALG5, B4GALT1, COPZ1, NAGK","Pericyte_1"
"REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM",0.458003169572108,0.991818627553256,0.0716527366829457,0.598577648823939,1.04628897889002,8,"SLC25A13, SLC25A12, NAT8L, GOT2, ASPA","Pericyte_1"
"REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS",0.538235294117647,0.991818627553256,0.0965629554309422,-0.398502800006357,-0.919371279650165,20,"CAMK2D, LIN7A, CASK","Pericyte_1"
"REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES",0.229534510433387,0.991818627553256,0.111918316325105,0.751436843299229,1.25199376464239,6,"PCSK5, ANGPTL4","Pericyte_1"
