"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"48","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.880747126436782,0.931346729680003,0.0363018462359236,0.274243172255741,0.715915325306798,29,"ORC2, CDK2, PRIM2, MCM5, POLA2, RPA2, RPA1"
"49","REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS",0.228618421052632,0.609065393154874,0.11378726182188,0.626235281898028,1.25287559697073,8,"CREBBP, CITED4, EP300, WWOX"
"50","REACTOME_ACTIVATION_OF_TRKA_RECEPTORS",0.504739336492891,0.786806105905449,0.0878312634480124,-0.500626624428229,-0.978861836850515,6,"ADCYAP1R1, NTRK1, ADCYAP1, ADORA2A"
"51","REACTOME_ACYL_CHAIN_REMODELING_OF_CL",0.907407407407407,0.948380047717796,0.0568864160475701,-0.321054903120506,-0.60773234490907,5,"PLA2G6"
"52","REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG",0.24822695035461,0.619641437143064,0.11331290842208,0.713250965060001,1.19413534216198,4,"PNPLA2, DGAT1"
"53","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.761146496815287,0.879141928457311,0.0477342401407188,0.355604660077214,0.80889887347226,15,"PLB1, PNPLA8, PLA2R1, LPCAT2"
"54","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.661375661375661,0.833804029156244,0.0791316651768349,-0.344901350590765,-0.843234963242661,13,"PLA2G12A, PLA2G4C, PLA2G6, LPCAT3"
"55","REACTOME_ACYL_CHAIN_REMODELLING_OF_PG",0.880710659898477,0.931346729680003,0.0626618230932491,-0.317669145487012,-0.671344399958631,8,"PLA2G12A"
"56","REACTOME_ACYL_CHAIN_REMODELLING_OF_PI",0.503667481662592,0.786806105905449,0.0897104652742981,-0.485968283360094,-0.98585218349079,7,"PLA2G12A, PLA2G4C"
"57","REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.192105263157895,0.565487662531556,0.163180127180689,-0.546605310029556,-1.24255427918589,11,"PLA1A, PLA2G12A, OSBPL8"
"58","REACTOME_ADAPTIVE_IMMUNE_SYSTEM",0.208924949290061,0.587834217127303,0.0897104652742981,0.299175467832276,1.08755722454931,633,"ZBTB16, TRAF7, ITGB1, FBXO17, PRKACA, KIF22, BTN2A1, FBXL12, DZIP3, ITPR1, FBXW5, IKBKG, DCTN2, MAP3K7, CTSO, UBE2E1, COL1A1, PSMD5, TIRAP, LRSAM1, HECW2, LTN1, HECTD1, KLHL42, ANAPC4, SMURF1, UBE2D2, CUL3, GLMN, TLR2, STX4, CTSB, PSMD8, GRB2, SEC22B, HECTD2, PSMC2, ERAP1, AHCYL1, SEC61G, HECTD3, KLHL20, C3, UFL1, UBR1, COL1A2, SEC24A, FBXO32, ASB13, ANAPC13, CUL7, CYBA, PSMB7, RAB7A, LYN, UBA52, CLEC2D, PRKN, AKT3, UBE2J2, SNAP23, RCHY1, HLA-F, PIK3R1, HLA-A, RBX1, HMGB1, CD81, PSMB6, VASP, ANAPC1, ARIH2, PPP2R5A, PSMD13, FBXL3, KIF23, RNF41, UBE2L3, KEAP1, RNF130, MTOR, CDC42, CDC26, ITGB5, KLHL2, TUBB4A, KLHL3, TRIM69, ATG7, AP1G1, AP1M1, LONRF1, HERC5, ANAPC7, KLHL9, NPEPPS, TUBA4A, UBR4, ANAPC5, LGMN, MYLIP, RLIM, FBXL19, TAPBP, DCTN5, BTBD6, KLC4, SEC61B, VHL, AP1S3, NFKB1, RAP1A, UBE2M, CALR, UBE2E2, FBXL22, UBB, UBE2R2, SEC24D, TNFRSF14, PSME1, AP2A2, TRIM21, PSMA4, CLTA, ELOB, PPP2R5E, STIM1, AP2A1, FBXW11, ARF1, UBE2K, LAIR1, PLCG2, RBBP6, HERC4, PSMD12, RNF217, MGRN1, HLA-C, KIF5B, NFKBIB, RNF114, RAF1, KLRD1, PRKG1, CDH1, ANAPC11, PSMB1, FBXO31, RNF111, SEC13, CBLB, KLHL22, PIK3R4, FBXL4, RNF123, PIK3AP1, UBA1, PAK2, PSMD14, TUBB4B, SMURF2, ASB3, RPS27A, TUBA1C, COL3A1, ASB8, KLC2, SOCS3, B2M, PVR, PSMD6, ERAP2, ACTR1A, TRIM32, DCTN4, WSB1, PSMF1"
"59","REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",0.671009771986971,0.837571365647755,0.0545680646670941,0.414996656616507,0.865280472251824,10,"ADCY5, ADCY6, GNAL, ADCY8"
"60","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",0.69047619047619,0.847049974948856,0.0768736734126542,-0.336637658942954,-0.823031407324558,13,"GNAI2, ADCY4, ADCY1"
"61","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.182481751824818,0.559145433849926,0.199915231309662,-0.349655863620282,-1.18374681967883,53,"AFDN, CADM2, CDH18, CADM1, CDH5, CDH2, FOXF1, AGO3, CDH7, CDH11, CTNNB1, AGO4, ZC3H12A, CDH6, SNAI1, TNRC6B, AGO1"
"62","REACTOME_ADIPOGENESIS",0.018981395479734,0.213140525533693,0.352487857583619,0.445674433023459,1.42757058807358,102,"ADIRF, CEBPD, PPARGC1A, NR2F2, EBF1, CDK19, MED14, MED30, CREBBP, SMARCD3, THRAP3, MED28, ZNF423, SREBF1, RBBP7, EP300, MED29, PPARG, MED13L, NCOA2, NCOR1, KLF4, ZNF638, CHD9, NFKB1, MED21, HNRNPU, MED17, MED19, MED13, ANGPTL4, HDAC1, PRDM16, MED16, NCOA1, RBBP4, PLIN1, TGS1, TBL1XR1, SMAD1, COX7A1, RELA, PPARA"
"63","REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION",0.238826815642458,0.614785303231518,0.100633389423036,0.425150144624451,1.17376977584872,39,"PRKAR2B, PRKACA, ADCY5, GNG7, GNG12, GNB2, ADCY6"
"64","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",0.644970414201183,0.824555392904974,0.0519512476197082,0.355258376925918,0.889304894315382,23,"GNG7, GNG12, GNB2"
"65","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",0.617339312406577,0.813712749983827,0.0544555953940371,0.372419964601477,0.900520574936722,19,"GNG7, GNG12, GNB2"
"66","REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",0.103092783505155,0.449671035590323,0.166933848713193,0.524519715899683,1.33358762615085,26,"ADCY5, GNG7, GNG12, ADRA2A, GNB2, ADCY6, CACNB2"
"67","REACTOME_ADRENOCEPTORS",0.379934210526316,0.726394041270577,0.0833634065110386,0.556498645735832,1.11335722075016,8,"ADRA2A, ADRA1B"
"68","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING",0.294736842105263,0.655978407557355,0.128788713061714,-0.50401532674578,-1.14573786520548,11,"APP, CAPZA1, AGER, PRKCSH, LGALS3"
"69","REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT",2.42376269137865e-06,0.000262978252014584,0.627256739718528,0.498505013210882,1.73369692710508,233,"UQCRQ, LDHA, SDHB, IDH3A, NDUFA1, SUCLA2, MAEA, SURF1, COX7C, ATP5MC2, CYC1, NDUFS6, NDUFA4, PKM, PDK3, UQCRFS1, NUBPL, COA1, PNKD, NDUFAF5, PDK4, ATP5MC3, NDUFB4, MKLN1, PDK2, TACO1, UQCRH, SLC25A12, NDUFB10, COQ10B, IDH3B, ATP5ME, ETFA, LYRM4, COX17, SLC25A27, COX5A, UBA52, ATP5MG, ATP5PF, DMAC2, NDUFB1, NDUFA3, NDUFS5, COX6C, ACAT1, NDUFAF3, ATP5MC1, TMEM126B, MPC2, VDAC1, COX7B, COX5B, UQCC2, PDHX, LDHB, COX16, COX20, ATP5F1A, TRAP1, FH, SMIM20, UBB, ATP5PD, IDH2, UQCRB, ATP5PB, NDUFAF6, OGDH, SCO1, SDHAF3, SLC25A13, NDUFV2, SLC25A18, GLO1"
"70","REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION",0.604501607717042,0.810358911966629,0.0588438169595807,0.424359276824738,0.910544794728275,11,"GGT7, GGT5, GGT1, MGST3"
"71","REACTOME_AGGREPHAGY",0.509915014164306,0.786806105905449,0.0609039347452418,0.35777819827869,0.971731123769778,35,"HDAC6, UBA52, PRKN, VIM, TUBB4A, TUBA4A, UBB, TUBB4B, RPS27A, TUBA1C, IFT88, PCNT, DYNC1I2, CFTR, TUBA8, TUBA1A"
"72","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",0.158653846153846,0.533596385886659,0.138022242496643,0.580182941588832,1.28989023798954,13,"BAD, AKT3, MDM2, CDKN1B, GSK3A, CASP9, CHUK, TSC2"
"73","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS",0.737785016286645,0.871288971614705,0.0501934252649434,0.38384382042268,0.800325874705059,10,"AKT3, RPS6KB2, NR4A1, FOXO3"
"74","REACTOME_ALK_MUTANTS_BIND_TKIS",0.522292993630573,0.794641879273789,0.0653834195468773,0.44859957027413,0.982533247824125,12,"HIP1, FN1, PRKAR1A, EIF2AK3, BIRC6, ALK, CLTC, BCL11A, STRN"
"75","REACTOME_ALPHA_DEFENSINS",0.979123173277662,0.984225726004644,0.0486034247259069,-0.33541862162444,-0.507722638445783,2,"CD4, PRSS3"
"76","REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM",0.621019108280255,0.814882216156101,0.0571258510018113,0.409686341679755,0.897304586435106,12,"SCP2, FADS1"
"77","REACTOME_ALPHA_OXIDATION_OF_PHYTANATE",0.748815165876777,0.873799725651578,0.0672065093710464,-0.397006089623304,-0.776255379092848,6,"PHYH"
"78","REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY",0.120578778135048,0.482315112540193,0.160801401070022,0.62132513035769,1.33317307804423,11,"MAP3K7, UBA52, UBB, TAB3, TIFA, RPS27A"
"79","REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION",0.628070175438596,0.818537267570123,0.0611692626746689,0.508595369106382,0.90382345813331,5,"C3, CFB"
"80","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",0.343108504398827,0.702596964586847,0.0826646449123753,0.427182816382108,1.09637090069034,27,"HRH2, ADRA2A, ADRA1B, HTR2A"
"81","REACTOME_AMINO_ACIDS_REGULATE_MTORC1",0.331043956043956,0.693617430105576,0.0810802057550866,0.384923293199523,1.09460411322928,47,"RRAGC, RHEB, CASTOR2, TCIRG1, ATP6V1F, SLC38A9, ATP6V1G1, MTOR, ATP6V1E1, SESN1, SEC13, LAMTOR2, ATP6V1D, SESN2, MIOS, CASTOR1, LAMTOR1, ATP6V0D2, ITFG2, ATP6V1B2"
"82","REACTOME_AMINO_ACID_CONJUGATION",0.148148148148148,0.516436114829689,0.175204047558551,-0.715752562348552,-1.35486478749552,5,"GLYATL2, ACSM4, GLYAT"
"83","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",0.436950146627566,0.756474103585657,0.070113215764256,0.397052138697041,1.01904007893173,27,"SLC38A1, SLC36A1, SLC7A2, SLC7A8, SLC1A5, SLC38A2"
"84","REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY",0.352078239608802,0.715114382656475,0.11146266692298,-0.557239799178288,-1.1304360625132,7,"PRKAA2, ADIPOR2"
"85","REACTOME_AMYLOID_FIBER_FORMATION",0.456944444444444,0.771571285857,0.0652353056017703,0.360758360152528,1.00025411333423,40,"NCSTN, MFGE8, GGA1, UBA52, PRKN, APH1B, GSN, UBB, CST3, FURIN, TSPAN14, TGFBI, RPS27A, B2M"
"86","REACTOME_ANCHORING_FIBRIL_FORMATION",0.511146496815287,0.786806105905449,0.066436413766281,0.428065504627645,0.973726565873605,15,"COL1A1, COL1A2, COL4A2, COL4A1, BMP1, TLL1"
"87","REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",0.00196845327090697,0.059951489092886,0.431707695803346,0.493570041821464,1.56557649406825,92,"CKAP5, PRKAR2B, PRKACA, ODF2, DCTN2, NDE1, CEP78, CEP63, CEP192, IQCB1, TMEM67, CEP76, HAUS6, AHI1, CEP57, CDK5RAP2, SDCCAG8, SSNA1, PAFAH1B1, TTBK2, CEP135, TUBB4A, TUBG1, TUBA4A, MARK4, CEP162"
"88","REACTOME_ANDROGEN_BIOSYNTHESIS",0.410958904109589,0.745480310903079,0.09754492162472,-0.615236804601628,-1.08693872407237,4,"POMC"
"89","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",0.689248895434462,0.847049974948856,0.048701086452153,0.336624865383352,0.855866312594034,26,"ITPR1, GRB2, AHCYL1, LYN, PIK3R1, STIM1, PLCG2, PIK3AP1"
"90","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",0.284457478005865,0.644671255637313,0.0931454575337804,0.442733537456045,1.13628205211401,27,"ERAP1, SEC24A, HLA-F, HLA-A, TAPBP, CALR, SEC24D, HLA-C, SEC13, PIK3R4, B2M, ERAP2"
"91","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",0.081555834378921,0.407865249765055,0.173747838999571,0.409963101252853,1.30236734105183,91,"IKBKG, PSMD5, TIRAP, TLR2, STX4, PSMD8, SEC22B, PSMC2, SEC61G, CYBA, PSMB7, UBA52, SNAP23, HLA-F, HLA-A, HMGB1, PSMB6, PSMD13, ITGB5, TAPBP, SEC61B, CALR, UBB, PSME1, PSMA4, PSMD12, HLA-C, PSMB1, PSMD14, RPS27A, B2M, PSMD6, PSMF1"
